mes,year,hora,activity,sex,fatal,species
6,1962,tarde,diving,M,N,unknown shark
5,1962,unknown,other,M,N,unknown shark
5,1962,madrugada,other,u,Y,unknown shark
0,1962,unknown,fishing,u,N,unknown shark
4,1962,unknown,fishing,u,N,other shark
4,1962,mañana,other,M,N,unknown shark
4,1962,mañana,other,M,N,other shark
4,1962,unknown,fishing,u,N,other shark
3,1962,unknown,other,M,N,other shark
3,1962,unknown,fishing,u,N,other shark
3,1962,tarde,other,M,Y,other shark
2,1962,unknown,other,M,N,other shark
2,1962,unknown,other,M,N,other shark
2,1962,unknown,fishing,M,N,other shark
2,1962,mañana,other,M,Y,unknown shark
2,1962,tarde,fishing,M,Y,white shark
2,1962,tarde,other,M,N,other shark
2,1962,unknown,fishing,u,U,unknown shark
2,1962,unknown,other,M,Y,unknown shark
1,1962,tarde,other,M,N,other shark
1,1962,unknown,other,M,U,unknown shark
1,1962,unknown,fishing,M,N,other shark
1,1962,tarde,fishing,M,U,unknown shark
1,1962,unknown,fishing,u,N,other shark
1,1962,tarde,fishing,M,N,unknown shark
1,1962,mañana,surfing,M,N,white shark
1,1962,unknown,fishing,u,N,other shark
1,1962,tarde,surfing,M,N,other shark
1,1962,unknown,fishing,u,N,other shark
1,1962,tarde,fishing,M,N,white shark
1,1962,tarde,surfing,F,N,other shark
1,1962,unknown,fishing,u,N,white shark
1,1962,unknown,other,M,U,unknown shark
1,1962,unknown,sailing,u,N,unknown shark
1,1962,unknown,surfing,u,N,unknown shark
1,1962,unknown,fishing,u,N,unknown shark
1,1962,unknown,fishing,u,N,other shark
1,1962,tarde,fishing,M,N,other shark
0,1962,unknown,other,F,N,unknown shark
6,1962,unknown,other,u,Y,unknown shark
0,1962,unknown,diving,M,N,unknown shark
12,1961,tarde,fishing,F,Y,other shark
12,1961,tarde,fishing,M,N,other shark
12,1961,tarde,fishing,M,N,other shark
12,1961,mañana,fishing,M,N,other shark
12,1961,unknown,fishing,u,N,other shark
12,1961,tarde,other,M,N,unknown shark
12,1961,mañana,surfing,M,Y,other shark
12,1961,tarde,other,M,N,other shark
11,1961,unknown,other,u,U,unknown shark
10,1961,unknown,other,M,N,unknown shark
10,1961,unknown,other,M,U,unknown shark
10,1961,unknown,sailing,M,N,other shark
10,1961,unknown,other,M,Y,unknown shark
9,1961,tarde,other,M,N,unknown shark
9,1961,tarde,other,M,Y,white shark
9,1961,mañana,fishing,M,N,unknown shark
9,1961,mañana,surfing,M,N,white shark
9,1961,mañana,diving,M,N,other shark
9,1961,unknown,fishing,M,N,other shark
9,1961,unknown,other,u,U,unknown shark
8,1961,mañana,other,M,N,white shark
8,1961,mañana,other,M,N,white shark
8,1961,mañana,fishing,M,N,other shark
8,1961,tarde,fishing,M,N,other shark
8,1961,unknown,fishing,M,N,unknown shark
7,1961,tarde,fishing,M,N,other shark
7,1971,unknown,other,M,N,unknown shark
7,1961,unknown,fishing,u,N,white shark
7,1961,tarde,fishing,M,N,white shark
7,1961,unknown,fishing,M,Y,unknown shark
6,1961,mañana,diving,M,Y,unknown shark
6,1961,tarde,fishing,M,N,unknown shark
6,1961,unknown,fishing,M,N,hammerhead shark
6,1961,unknown,fishing,M,N,unknown shark
6,1961,unknown,fishing,M,N,other shark
5,1961,mañana,diving,M,N,white shark
5,1961,unknown,fishing,M,N,unknown shark
5,1961,mañana,fishing,M,N,hammerhead shark
5,1961,unknown,fishing,M,N,unknown shark
4,1961,tarde,other,M,U,unknown shark
4,1961,tarde,fishing,M,N,other shark
4,1961,mañana,other,M,N,other shark
4,1961,unknown,diving,M,N,other shark
4,1961,unknown,fishing,M,N,tiger shark
4,1961,unknown,fishing,M,N,other shark
4,1961,unknown,fishing,M,N,other shark
4,1961,mañana,other,M,Y,other shark
4,1961,unknown,other,u,Y,unknown shark
4,1961,unknown,fishing,M,N,other shark
4,1961,unknown,fishing,M,N,other shark
3,1961,unknown,fishing,M,N,other shark
3,1961,tarde,other,M,N,other shark
3,1961,unknown,fishing,F,N,unknown shark
3,1961,tarde,fishing,M,N,white shark
3,1961,tarde,diving,M,N,reef shark
3,1961,unknown,fishing,M,N,other shark
3,1961,mañana,other,M,N,unknown shark
2,1961,unknown,other,M,N,unknown shark
2,1961,tarde,fishing,F,N,other shark
2,1961,unknown,other,M,Y,unknown shark
2,1961,tarde,fishing,M,N,other shark
2,1961,tarde,other,M,Y,other shark
2,1961,unknown,fishing,M,N,other shark
2,1961,unknown,other,M,U,other shark
1,1961,unknown,fishing,u,N,other shark
1,1961,tarde,other,M,N,white shark
1,1961,mañana,other,M,N,other shark
1,1961,noche,fishing,M,N,white shark
1,1961,unknown,other,u,Y,unknown shark
1,1961,unknown,fishing,M,N,hammerhead shark
1,1961,tarde,other,M,N,other shark
1,1961,tarde,fishing,M,N,unknown shark
1,1961,unknown,other,u,U,unknown shark
1,1961,unknown,other,u,N,unknown shark
0,1961,unknown,fishing,u,N,unknown shark
1,1961,unknown,other,M,N,other shark
0,1961,unknown,fishing,u,N,unknown shark
0,1961,unknown,diving,M,Y,other shark
0,1961,unknown,other,u,Y,unknown shark
12,1960,unknown,fishing,M,Y,unknown shark
12,1960,unknown,other,F,N,other shark
12,1960,tarde,other,M,Y,white shark
12,1960,mañana,diving,M,N,other shark
12,1960,unknown,fishing,M,N,bull shark
11,1960,tarde,other,M,N,other shark
11,1960,unknown,surfing,F,U,unknown shark
11,1960,tarde,surfing,M,N,unknown shark
11,1960,unknown,fishing,M,N,other shark
11,1960,unknown,other,u,N,white shark
11,1960,unknown,other,M,N,other shark
11,1960,unknown,fishing,M,Y,unknown shark
10,1960,tarde,other,M,N,unknown shark
10,1960,unknown,fishing,u,N,white shark
10,1960,unknown,fishing,M,U,unknown shark
10,1960,unknown,other,M,N,unknown shark
10,1960,unknown,sailing,M,Y,unknown shark
10,1960,unknown,diving,M,U,other shark
10,1960,unknown,fishing,u,N,white shark
10,1960,tarde,diving,M,U,unknown shark
9,1960,unknown,fishing,M,N,other shark
9,1960,unknown,surfing,M,N,unknown shark
9,1960,unknown,other,u,N,other shark
9,1960,tarde,diving,M,U,unknown shark
9,1960,tarde,diving,M,U,unknown shark
8,1960,tarde,other,M,N,unknown shark
8,1960,unknown,other,u,Y,unknown shark
8,1960,unknown,other,M,U,unknown shark
8,1960,tarde,diving,M,N,unknown shark
8,1960,unknown,diving,M,N,unknown shark
8,1960,unknown,other,M,N,unknown shark
8,1960,tarde,fishing,M,N,unknown shark
8,1960,unknown,surfing,u,U,unknown shark
8,1960,noche,other,M,N,other shark
8,1960,unknown,other,M,N,other shark
8,1960,unknown,fishing,M,N,other shark
8,1960,unknown,other,M,Y,unknown shark
7,1960,unknown,fishing,M,N,unknown shark
7,1960,unknown,other,M,N,unknown shark
7,1960,tarde,surfing,M,N,other shark
7,1960,unknown,fishing,M,N,unknown shark
6,1960,tarde,surfing,M,N,other shark
6,1960,unknown,fishing,u,N,white shark
6,1960,unknown,fishing,M,N,other shark
6,1960,mañana,diving,M,N,other shark
6,1960,unknown,other,M,U,unknown shark
6,1960,mañana,surfing,M,Y,unknown shark
6,1960,tarde,other,M,N,unknown shark
5,1960,mañana,diving,M,N,unknown shark
5,1960,tarde,surfing,M,N,other shark
5,1960,tarde,other,F,N,white shark
5,1960,unknown,other,u,N,other shark
5,1960,unknown,other,u,Y,unknown shark
4,1960,tarde,fishing,M,N,white shark
4,1960,tarde,surfing,M,N,white shark
4,1960,unknown,fishing,M,N,other shark
4,1960,unknown,fishing,M,N,other shark
4,1960,mañana,other,M,U,other shark
4,1960,tarde,surfing,M,N,white shark
4,1960,unknown,fishing,M,N,tiger shark
4,1960,unknown,fishing,M,N,other shark
4,1960,tarde,fishing,M,N,other shark
4,1960,unknown,fishing,u,N,white shark
4,1960,unknown,fishing,F,Y,unknown shark
4,1960,unknown,fishing,M,Y,unknown shark
4,1960,unknown,fishing,u,N,white shark
3,1960,tarde,fishing,M,N,other shark
3,1960,tarde,fishing,M,N,other shark
2,1960,unknown,other,M,N,other shark
2,1960,unknown,fishing,M,N,other shark
2,1960,mañana,fishing,M,U,other shark
2,1960,unknown,fishing,M,N,unknown shark
2,1960,unknown,fishing,M,Y,tiger shark
2,1960,unknown,fishing,u,N,tiger shark
2,1960,unknown,fishing,M,N,other shark
2,1960,madrugada,other,u,U,unknown shark
1,1960,unknown,other,M,N,other shark
1,1960,unknown,surfing,u,N,unknown shark
1,1960,unknown,other,u,N,other shark
1,1960,tarde,diving,M,Y,bull shark
1,1960,unknown,fishing,M,N,other shark
1,1960,mañana,fishing,u,N,other shark
1,1960,unknown,fishing,F,N,unknown shark
0,1960,mañana,other,M,N,other shark
0,1960,unknown,fishing,M,N,unknown shark
0,1960,unknown,other,M,U,unknown shark
0,1960,unknown,fishing,M,N,reef shark
0,1960,unknown,fishing,M,N,reef shark
0,1960,unknown,fishing,M,N,unknown shark
0,1960,unknown,fishing,M,Y,unknown shark
0,1960,unknown,fishing,M,N,unknown shark
0,1960,unknown,other,F,Y,unknown shark
0,1960,mañana,other,F,N,other shark
12,1959,tarde,paddeling,u,N,tiger shark
12,1959,unknown,fishing,u,N,other shark
12,1959,unknown,other,u,Y,unknown shark
12,1959,mañana,diving,M,Y,unknown shark
12,1959,tarde,other,M,Y,unknown shark
12,1959,unknown,fishing,M,N,other shark
12,1959,unknown,fishing,M,U,unknown shark
12,1959,tarde,fishing,M,N,other shark
12,1959,unknown,diving,F,Y,unknown shark
11,1959,tarde,surfing,M,N,other shark
11,1959,mañana,fishing,M,N,other shark
11,1959,mañana,surfing,M,N,other shark
11,1959,madrugada,surfing,u,U,unknown shark
11,1959,unknown,fishing,u,N,other shark
11,1959,unknown,fishing,u,N,other shark
11,1959,mañana,surfing,M,N,other shark
11,1959,unknown,fishing,M,N,other shark
11,1959,unknown,fishing,M,N,unknown shark
10,1959,unknown,other,M,Y,unknown shark
10,1959,unknown,other,u,N,unknown shark
10,1959,tarde,diving,M,N,white shark
10,1959,unknown,surfing,M,Y,other shark
10,1959,tarde,fishing,M,N,tiger shark
9,1959,unknown,other,M,N,unknown shark
9,1959,unknown,other,F,U,unknown shark
9,1959,tarde,other,M,N,hammerhead shark
9,1959,unknown,other,u,U,white shark
9,1959,tarde,sailing,u,N,white shark
9,1959,unknown,other,u,Y,other shark
9,1959,unknown,other,M,U,other shark
9,1959,unknown,other,F,Y,unknown shark
8,1959,unknown,fishing,u,N,white shark
8,1959,unknown,other,M,U,unknown shark
8,1959,unknown,other,M,U,other shark
8,1959,madrugada,surfing,M,U,unknown shark
8,1959,unknown,diving,M,U,unknown shark
8,1959,unknown,fishing,M,Y,other shark
8,1959,unknown,fishing,M,N,other shark
8,1959,tarde,fishing,u,Y,unknown shark
8,1959,unknown,diving,M,N,hammerhead shark
8,1959,unknown,fishing,M,N,other shark
8,1959,tarde,other,M,Y,other shark
8,1959,tarde,fishing,F,N,unknown shark
8,1959,unknown,other,M,U,unknown shark
0,1959,unknown,diving,M,U,unknown shark
7,1959,tarde,other,u,N,white shark
7,1959,noche,surfing,M,N,hammerhead shark
7,1959,tarde,other,M,Y,other shark
7,1959,unknown,other,u,N,hammerhead shark
7,1959,unknown,fishing,u,N,hammerhead shark
7,1959,unknown,other,M,N,other shark
7,1959,unknown,other,u,Y,unknown shark
7,1959,unknown,diving,M,N,other shark
7,1959,unknown,other,u,N,white shark
7,1959,unknown,other,M,Y,unknown shark
6,1959,unknown,other,M,N,unknown shark
6,1959,unknown,other,M,Y,unknown shark
6,1959,tarde,diving,M,Y,white shark
6,1959,unknown,other,u,U,unknown shark
5,1959,unknown,fishing,M,N,white shark
5,1959,unknown,other,F,N,other shark
5,1959,tarde,fishing,M,Y,white shark
5,1959,mañana,fishing,M,N,tiger shark
5,1959,unknown,surfing,M,N,unknown shark
4,1959,unknown,fishing,M,U,other shark
4,1959,unknown,diving,M,N,tiger shark
4,1959,unknown,fishing,M,N,unknown shark
4,1959,unknown,fishing,M,N,unknown shark
4,1959,unknown,fishing,M,N,unknown shark
3,1959,tarde,other,M,N,unknown shark
3,1959,unknown,sailing,M,Y,unknown shark
3,1959,unknown,diving,M,N,tiger shark
2,1959,unknown,fishing,M,N,other shark
2,1959,unknown,fishing,M,N,unknown shark
2,1959,unknown,fishing,M,N,other shark
2,1959,tarde,other,M,Y,unknown shark
2,1959,tarde,fishing,M,N,other shark
1,1959,unknown,other,M,N,other shark
1,1959,unknown,surfing,M,N,other shark
1,1959,unknown,other,M,N,unknown shark
1,1959,tarde,other,M,Y,other shark
1,1959,mañana,surfing,M,N,other shark
1,1959,tarde,other,M,N,white shark
1,1959,unknown,other,M,N,other shark
1,1959,mañana,other,M,Y,unknown shark
1,1959,unknown,diving,M,N,other shark
0,1959,unknown,other,M,Y,white shark
9,1959,unknown,other,u,Y,other shark
0,1959,unknown,sailing,M,N,tiger shark
0,1959,unknown,fishing,M,N,unknown shark
0,1959,unknown,fishing,M,N,unknown shark
0,1959,unknown,other,M,Y,unknown shark
0,1959,unknown,fishing,M,N,unknown shark
12,1958,unknown,fishing,u,U,white shark
12,1958,unknown,other,u,N,unknown shark
12,1958,unknown,other,M,Y,unknown shark
12,1958,tarde,surfing,M,Y,tiger shark
12,1958,mañana,other,M,Y,tiger shark
11,1958,tarde,other,M,Y,other shark
11,1958,unknown,fishing,M,U,other shark
11,1958,unknown,fishing,M,Y,unknown shark
11,1958,unknown,fishing,u,N,white shark
10,1958,unknown,other,M,N,unknown shark
10,1958,unknown,other,M,N,unknown shark
10,1958,unknown,other,M,N,unknown shark
10,1958,unknown,other,M,N,unknown shark
9,1958,tarde,other,M,Y,other shark
9,1958,mañana,fishing,M,N,other shark
9,1958,unknown,fishing,M,N,unknown shark
8,1958,mañana,sailing,u,N,hammerhead shark
8,1958,tarde,other,F,N,other shark
7,1958,unknown,other,F,Y,unknown shark
7,1958,tarde,other,M,N,tiger shark
7,1958,tarde,other,M,N,tiger shark
7,1958,unknown,other,M,Y,unknown shark
7,1958,unknown,other,M,Y,unknown shark
7,1958,mañana,other,M,Y,other shark
7,1958,mañana,other,M,N,other shark
7,1958,tarde,diving,M,N,other shark
7,1958,unknown,other,M,Y,unknown shark
7,1958,tarde,fishing,M,N,tiger shark
7,1958,unknown,other,M,N,unknown shark
6,1958,tarde,other,M,N,other shark
6,1958,tarde,fishing,M,N,tiger shark
6,1958,unknown,other,M,N,other shark
6,1958,unknown,other,F,U,unknown shark
6,1958,unknown,fishing,M,U,unknown shark
4,1958,unknown,diving,M,N,other shark
4,1958,tarde,diving,M,N,other shark
4,1958,mañana,paddeling,F,Y,other shark
4,1958,tarde,other,M,Y,other shark
4,1958,unknown,fishing,M,N,unknown shark
2,1958,tarde,fishing,M,U,unknown shark
2,1958,unknown,fishing,M,N,other shark
1,1958,unknown,surfing,M,N,unknown shark
1,1958,tarde,surfing,M,N,other shark
1,1958,unknown,other,M,U,unknown shark
1,1958,mañana,other,M,Y,white shark
0,1958,unknown,fishing,M,N,other shark
0,1958,unknown,other,u,N,unknown shark
0,1958,unknown,diving,M,N,other shark
0,1958,unknown,other,u,Y,unknown shark
0,1958,unknown,fishing,M,Y,unknown shark
0,1958,unknown,fishing,M,Y,other shark
0,1958,unknown,fishing,M,N,unknown shark
0,1958,unknown,fishing,u,N,white shark
0,1958,unknown,fishing,M,Y,unknown shark
12,1957,unknown,fishing,M,N,unknown shark
12,1957,tarde,fishing,F,N,other shark
12,1957,mañana,diving,M,N,unknown shark
12,1957,tarde,other,M,Y,other shark
12,1957,tarde,fishing,M,Y,unknown shark
12,1957,tarde,surfing,M,N,unknown shark
11,1957,unknown,surfing,u,N,unknown shark
11,1957,unknown,fishing,u,N,unknown shark
10,1957,tarde,other,M,Y,unknown shark
10,1957,tarde,other,F,Y,unknown shark
9,1957,unknown,other,M,N,other shark
8,1957,unknown,other,M,N,bull shark
7,1957,unknown,fishing,M,N,white shark
7,1957,tarde,other,M,Y,white shark
7,1957,unknown,diving,M,N,other shark
6,1957,unknown,other,u,U,unknown shark
5,1957,tarde,fishing,M,N,other shark
5,1957,unknown,fishing,M,N,unknown shark
0,1957,unknown,other,M,N,unknown shark
4,1957,tarde,other,M,Y,white shark
4,1957,unknown,surfing,M,N,other shark
4,1957,mañana,fishing,M,N,other shark
4,1957,tarde,other,M,N,other shark
4,1957,unknown,diving,M,N,unknown shark
4,1957,unknown,diving,M,N,unknown shark
2,1957,unknown,fishing,M,N,unknown shark
2,1957,tarde,other,M,N,other shark
2,1957,unknown,other,M,U,unknown shark
2,1957,unknown,diving,M,N,other shark
1,1957,unknown,other,M,Y,unknown shark
0,1957,unknown,fishing,M,U,unknown shark
0,1957,unknown,other,u,N,other shark
0,1957,unknown,other,u,U,other shark
0,1957,unknown,fishing,u,N,other shark
0,1957,unknown,fishing,M,Y,unknown shark
0,1957,unknown,diving,M,N,bull shark
0,1957,unknown,fishing,M,N,unknown shark
0,1957,unknown,other,M,N,bull shark
0,1957,unknown,fishing,M,Y,unknown shark
0,1957,unknown,other,M,N,bull shark
0,1957,unknown,fishing,M,Y,unknown shark
12,1956,tarde,fishing,M,Y,tiger shark
12,1956,tarde,fishing,M,Y,unknown shark
12,1956,unknown,other,M,Y,unknown shark
12,1956,unknown,fishing,M,N,other shark
10,1956,unknown,diving,M,N,white shark
10,1956,unknown,fishing,M,N,other shark
10,1956,tarde,diving,M,N,other shark
10,1956,unknown,fishing,M,Y,unknown shark
9,1956,unknown,surfing,M,N,other shark
9,1956,unknown,other,M,Y,other shark
9,1956,unknown,fishing,M,Y,tiger shark
9,1956,unknown,diving,M,N,white shark
8,1956,unknown,fishing,M,Y,other shark
8,1956,unknown,fishing,M,N,unknown shark
8,1956,unknown,diving,M,Y,unknown shark
8,1956,unknown,diving,M,N,other shark
8,1956,tarde,other,M,N,white shark
8,1956,tarde,diving,M,N,unknown shark
8,1956,unknown,other,M,Y,unknown shark
8,1956,unknown,other,M,Y,unknown shark
8,1956,unknown,fishing,u,N,white shark
8,1956,unknown,fishing,M,N,unknown shark
8,1956,unknown,fishing,M,N,other shark
7,1956,mañana,other,M,Y,unknown shark
7,1956,unknown,fishing,M,N,other shark
7,1956,unknown,other,M,Y,white shark
7,1956,tarde,other,F,N,unknown shark
7,1956,tarde,other,M,N,unknown shark
6,1956,unknown,surfing,M,N,other shark
6,1956,unknown,fishing,M,Y,unknown shark
6,1956,unknown,other,u,Y,unknown shark
5,1956,unknown,fishing,u,N,white shark
5,1956,unknown,diving,M,Y,unknown shark
0,1956,unknown,diving,u,N,unknown shark
3,1956,unknown,sailing,u,U,white shark
3,1956,unknown,other,M,N,unknown shark
3,1956,tarde,surfing,M,Y,other shark
3,1956,unknown,other,M,N,unknown shark
2,1956,mañana,diving,M,Y,other shark
2,1956,unknown,other,M,N,unknown shark
1,1956,unknown,diving,M,N,unknown shark
1,1956,unknown,other,M,Y,unknown shark
1,1956,unknown,surfing,M,N,other shark
0,1956,unknown,diving,M,N,unknown shark
0,1956,unknown,other,M,Y,unknown shark
0,1956,unknown,other,F,Y,white shark
0,1956,unknown,other,M,N,other shark
0,1956,unknown,other,F,U,unknown shark
0,1956,unknown,other,u,N,unknown shark
0,1956,unknown,other,M,N,unknown shark
0,1956,unknown,other,M,Y,unknown shark
12,1955,unknown,other,u,N,unknown shark
12,1955,unknown,fishing,u,N,unknown shark
11,1955,tarde,other,M,N,other shark
11,1955,unknown,fishing,M,N,unknown shark
10,1955,unknown,fishing,M,N,other shark
9,1955,unknown,surfing,M,Y,white shark
9,1955,unknown,surfing,M,N,white shark
9,1955,mañana,other,M,N,unknown shark
9,1955,unknown,other,M,N,unknown shark
9,1955,unknown,other,M,N,unknown shark
8,1955,unknown,fishing,M,Y,unknown shark
8,1955,unknown,surfing,M,N,other shark
8,1955,unknown,other,F,Y,white shark
8,1955,unknown,other,M,Y,other shark
8,1955,unknown,fishing,M,N,other shark
8,1955,tarde,fishing,M,N,unknown shark
8,1955,unknown,fishing,u,N,other shark
7,1955,tarde,other,M,Y,other shark
6,1955,unknown,other,M,N,other shark
7,1955,unknown,other,M,Y,white shark
7,1955,unknown,other,F,Y,other shark
5,1955,unknown,fishing,M,N,other shark
0,1955,unknown,fishing,M,N,unknown shark
4,1955,unknown,fishing,M,N,other shark
4,1955,unknown,fishing,M,N,other shark
4,1955,unknown,fishing,M,N,unknown shark
3,1955,tarde,surfing,M,Y,unknown shark
3,1955,unknown,other,M,N,other shark
3,1955,mañana,fishing,M,N,unknown shark
2,1955,unknown,diving,M,N,other shark
2,1955,tarde,fishing,M,N,white shark
2,1955,tarde,other,M,Y,white shark
2,1955,unknown,fishing,M,N,unknown shark
2,1955,unknown,sailing,u,N,unknown shark
2,1955,unknown,sailing,u,N,other shark
1,1955,tarde,other,M,Y,other shark
1,1955,tarde,other,M,Y,unknown shark
0,1955,unknown,other,u,U,unknown shark
0,1955,unknown,fishing,M,N,other shark
0,1955,tarde,fishing,M,Y,unknown shark
0,1955,unknown,other,M,U,other shark
0,1955,unknown,fishing,M,N,other shark
0,1955,unknown,other,M,N,unknown shark
12,1954,unknown,surfing,M,Y,unknown shark
12,1954,mañana,other,M,Y,unknown shark
12,1954,tarde,other,M,Y,unknown shark
12,1954,mañana,other,M,N,unknown shark
11,1954,tarde,fishing,M,N,reef shark
10,1954,unknown,sailing,M,Y,unknown shark
10,1954,unknown,fishing,M,N,other shark
10,1954,unknown,sailing,u,U,white shark
10,1954,unknown,other,M,U,unknown shark
